spanish,english
Tenéis mi apoyo.,You have my support.
Tenés un minuto.,You have one minute.
Tienes un minuto.,You have one minute.
Usted tiene algunos libros.,You have some books.
Tienes algunos libros.,You have some books.
Tienes tres coches.,You have three cars.
Ustedes tienen tres autos.,You have three cars.
Tenéis tres coches.,You have three cars.
Tú tienes tres carros.,You have three cars.
Ustedes tienen tres gatos.,You have three cats.
Tenéis tres gatos.,You have three cats.
Tienes tres lápices.,You have three pens.
Tienes que regresar.,You have to go back.
Tienes que volver.,You have to go back.
Tienen que volver.,You have to go back.
Tienen que regresar.,You have to go back.
Tienes que ayudarme.,You have to help me.
Tienes hasta las dos y media.,You have until 2:30.
Ha oído bien.,You heard correctly.
¡Tú sabes que te amo!,You know I love you!
¡Sabes que te quiero!,You know I love you!
Sabes todo.,You know everything.
Saben todo.,You know everything.
Sabe todo.,You know everything.
Tú sabes todo.,You know everything.
Usted sabe todo.,You know everything.
Ustedes saben todo.,You know everything.
Conoces todo.,You know everything.
Tú conoces todo.,You know everything.
Conoce todo.,You know everything.
Usted conoce todo.,You know everything.
Conocen todo.,You know everything.
Ustedes conocen todo.,You know everything.
Ya sabes como es Tom.,You know how Tom is.
Me conoces bien.,You know me so well.
Sabes a quién me refiero.,You know who I mean.
Tú sabes de quién hablo.,You know who I mean.
Sabes quiénes somos.,You know who we are.
Tú sabes por qué me fui.,You know why I left.
Le mentiste a la FBI.,You lied to the FBI.
Pareces un policía.,You look like a cop.
Hoy estás un poco paliducho.,You look pale today.
Hoy se te ve un poco pálido.,You look pale today.
Hoy te ves pálido.,You look pale today.
Te ves muy sexy.,You look really hot.
Pareces muy cansado.,You look very tired.
Pareces muy cansada.,You look very tired.
Te ves muy cansado.,You look very tired.
Pareces estar muy cansado.,You look very tired.
Te ves muy cansada.,You look very tired.
Me puedes llamar Tom.,You may call me Tom.
Puedes entrar ahora.,You may come in now.
Puedes ir a cualquier parte.,You may go anywhere.
Tú puedes ir a donde sea.,You may go anywhere.
Ya puedes irte a casa.,You may go home now.
Tú quizás podrías tener suerte.,You might get lucky.
Debes de estar enamorada.,You must be in love.
¡Debes estar bromeando!,You must be kidding!
Tienes que ser paciente.,You must be patient.
Debes ir de inmediato.,You must go at once.
Has de permanecer despierto.,You must stay awake.
Tienes que estudiar con ganas.,You must study hard.
Seguramente estudias con ganas.,You must study hard.
Tienes que estudiar más.,You must study more.
Debes estudiar más.,You must study more.
Necesitas ayudarme.,You need to help me.
Tienes que ayudarme.,You need to help me.
Tienes que callarte.,You need to shut up.
Tú nunca apareciste.,You never showed up.
Tú pagas por calidad.,You pay for quality.
Te pasaste una luz roja.,You ran a red light.
Te pasaste un semáforo rojo.,You ran a red light.
Pues sí que estás como una cabra.,You really are nuts.
Pues sí que estás majara.,You really are nuts.
Apestas a alcohol.,You reek of alcohol.
Te ves tan relajado.,You seem so relaxed.
Tú pareces poco formal.,You seem unreliable.
Deberías llamar a Tom.,You should call Tom.
Deberías hacer ejercicio.,You should exercise.
Deberías agradecerme.,You should thank me.
No deberías fumar.,You shouldn't smoke.
Pareces sorprendido.,You sound surprised.
Todavía tenéis tiempo.,You still have time.
Todavía tienes tiempo.,You still have time.
Eres realmente hermoso.,You sure are pretty.
Eres realmente hermosa.,You sure are pretty.
Tú les echaste la bronca.,You ticked them off.
Te rajaste los pantalones.,You tore your pants.
Ustedes dos estaban borrachos.,You were both drunk.
"Tenías razón, Tom.","You were right, Tom."
Usted no fue elegido.,You weren't elected.
Serás ignorado.,You will be ignored.
Necesitarás una llave.,You will need a key.
No lo lamentarás.,You won't regret it.
Sería mejor que no vayas.,You'd better not go.
Mejor no vayas.,You'd better not go.
Te advierto. No vayas ahí.,You'd better not go.
Aquí estarás seguro.,You'll be safe here.
Aquí estarás segura.,You'll be safe here.
Aquí estaréis seguros.,You'll be safe here.
Aquí estaréis seguras.,You'll be safe here.
Aquí vas a estar seguro.,You'll be safe here.
Lo harás bien.,You'll do just fine.
Tú pagarás por eso.,You'll pay for that.
Tú pagarás por esto.,You'll pay for this.
Eres padre ahora.,You're a father now.
Eres una niña divertida.,You're a funny girl.
Eres una mujer amable.,You're a kind woman.
Eres una chica afortunada.,You're a lucky girl.
Eres una chica con suerte.,You're a lucky girl.
Casi estás en lo cierto.,You're almost right.
Casi aciertas.,You're almost right.
Siempre estás borracho.,You're always drunk.
Eres un cerdo detestable.,You're an awful hog.
Nos estás molestando.,You're bothering us.
Me estás confundiendo.,You're confusing me.
Eres desorganizado.,You're disorganized.
Eres desordenado.,You're disorganized.
Vas a morir.,You're going to die.
Eres incorregible.,You're incorrigible.
Eres irresistible.,You're irresistible.
Solo estás celosa.,You're just jealous.
No eres canadiense.,You're not Canadian.
Tú no eres médico.,You're not a doctor.
Tú eres parte de esto.,You're part of this.
Sos bastante bolacero.,You're quite a liar.
Vas tarde.,You're running late.
Se te hizo tarde.,You're running late.
Vas con retraso.,You're running late.
¡Eres tan hermoso!,You're so beautiful!
¡Eres tan hermosa!,You're so beautiful!
Todavía eres mi hijo.,You're still my son.
Eres el mejor.,You're the greatest.
Sos el mejor.,You're the greatest.
Sos demasiado generoso.,You're too generous.
Estás detenido.,You're under arrest.
Quedas detenido.,You're under arrest.
Queda detenido.,You're under arrest.
Quedan detenidos.,You're under arrest.
Estáis detenidos.,You're under arrest.
Eres paciente.,You're very patient.
Sos muy paciente.,You're very patient.
Sos muy elegante.,You're very stylish.
Estás muy atrasado.,You're way too late.
Tienes que apurarte.,You've got to hurry.
Tu francés es bueno.,Your French is good.
Tu padre es alto.,Your father is tall.
Su padre es alto.,Your father is tall.
Tus pies están sucios.,Your feet are dirty.
Tu amigo está aquí.,Your friend is here.
Tu amiga está aquí.,Your friend is here.
Tu pelo es bonito.,Your hair is pretty.
Tus manos están frías.,Your hands are cold.
Tu trabajo no es fácil.,Your job isn't easy.
Vuestro trabajo no es fácil.,Your job isn't easy.
Tienes buena memoria.,Your memory is good.
Tu cuarto es un despelote.,Your room is a mess.
Tus zapatos están aquí.,Your shoes are here.
Aquí están tus zapatos.,Your shoes are here.
Sus zapatos están aquí.,Your shoes are here.
"Su billete, por favor.","Your ticket, please."
Tu corbata se ve bien.,Your tie looks good.
Ya te llegará la hora.,Your time will come.
Tu momento está por llegar.,Your time will come.
Tienes el cierre abierto.,Your zipper is open.
"Una taza de té, por favor.","A cup of tea, please."
Un dolar es un dolar.,A dollar is a dollar.
Los caballos son animales.,A horse is an animal.
Un caballo corre rápidamente.,A horse runs quickly.
Un hombre debe ser honesto.,A man must be honest.
Un piano es caro.,A piano is expensive.
Un calamar tiene diez tentáculos.,A squid has ten legs.
Añádele más agua.,Add more water to it.
Ponle azúcar al té.,Add sugar to the tea.
Haz estos cálculos.,Add up these figures.
Alí es una buena persona.,Ali is a good person.
Todo lo que tengo es un libro.,All I have is a book.
Toda la carne se había echado a perder.,All the meat was bad.
¿Soy apuesto o no?,Am I handsome or not?
¿De verdad soy tan malo?,Am I really that bad?
¿Y tú quién eres?,And who might you be?
Cualquiera de vosotros puede hacerlo.,Any of you can do it.
Las manzanas crecen en los árboles.,Apples grow on trees.
¿Ellos también vienen?,"Are they coming, too?"
¿Eres el abogado de Tom?,Are you Tom's lawyer?
¿Eres un periodista?,Are you a journalist?
¿Sabes nadar?,Are you able to swim?
¿Me tienes miedo?,Are you afraid of me?
¿Estás comiendo?,Are you eating lunch?
¿Estás almorzando?,Are you eating lunch?
¿Eres aficionado al golf?,Are you fond of golf?
¿Eres feliz o no?,Are you happy or not?
¿Es feliz o no?,Are you happy or not?
¿Me estáis imitando?,Are you imitating me?
¿Me estás arremedando?,Are you imitating me?
¿Estás en Australia?,Are you in Australia?
¿Estáis listos para comer?,Are you ready to eat?
¿Estás listo para volar?,Are you ready to fly?
¿Me estás espiando?,Are you spying on me?
¿Todavía estás por aquí?,Are you still around?
¿Todavía tenés sueño?,Are you still sleepy?
¿Todavía tienes sueño?,Are you still sleepy?
¿Tienes las manos limpias?,Are your hands clean?
¿Tenéis las manos limpias?,Are your hands clean?
¿No estás convencido?,Aren't you convinced?
¿Estás escuchando?,Aren't you listening?
Ten cuidado ahí fuera.,Be careful out there.
Asegúrate de venir a las 3.,Be sure to come at 3.
La belleza es subjetiva.,Beauty is subjective.
Ojo con las imitaciones.,Beware of imitations.
Cuidado con las imitaciones.,Beware of imitations.
Bob entró en su coche.,Bob got into his car.
Boston es una ciudad grande.,Boston is a big city.
Los dos perros duermen.,Both dogs are asleep.
Ambos perros duermen.,Both dogs are asleep.
Los dos hombres fueron muertos.,Both men were killed.
Los mataron a ambos.,Both men were killed.
Los niños no son bienvenidos.,Boys are not welcome.
Trae todo tu dinero.,Bring all your money.
Traigan todo su dinero.,Bring all your money.
Tráeme una toalla seca.,Bring me a dry towel.
Tráete también a tus niños.,"Bring your kids, too."
Que vengan también tus niños.,"Bring your kids, too."
Los negocios son los negocios.,Business is business.
Pero tú no estás allí.,But you're not there.
Compra la versión completa.,Buy the full version.
California es aburrida.,California is boring.
Llama a Tom inmediatamente.,Call Tom immediately.
Llama a un exterminador.,Call an exterminator.
Llámala a las tres.,Call her up at three.
Llámame de vez en cuando.,Call me now and then.
Llámame esta tarde.,Call me this evening.
Llámame esta noche.,Call me this evening.
¿Puedo hacer una pregunta?,Can I ask a question?
¿Puedo tomar por prestada una camisa?,Can I borrow a shirt?
¿Me puedo comer este pan?,Can I eat this bread?
¿Puedo sentarme junto a ti?,Can I sit beside you?
¿Puedo tomarme un día libre?,Can I take a day off?
¿Puedo prender el televisor?,Can I turn on the TV?
¿Puedo encender el televisor?,Can I turn on the TV?
¿Puedo usar tu teléfono?,Can I use your phone?
¿Él sabe hablar inglés?,Can he speak English?
¿Pueden las plantas sentir dolor?,Can plants feel pain?
¿Ella puede ser puntual?,Can she come in time?
¿Ya podemos hacerlo?,Can this be done now?
¿Podés creerlo?,Can you believe that?
¿Podés aclararlo?,Can you clarify that?
¿Puedes aclarar eso?,Can you clarify that?
¿Puedes venir con nosotros?,Can you come with us?
¿Puedes despacharlo?,Can you deliver that?
¿Le importaría repartir esto?,Can you deliver this?
¿Puedes hacerlo más rápido?,Can you do it faster?
¿Podés explicarlo?,Can you explain that?
¿Puedes darme eso?,Can you give me that?
¿Puedes adivinar mi edad?,Can you guess my age?
¿Podés imaginarlo?,Can you imagine that?
¿Podés hacerlo solo?,Can you manage alone?
¿Te puedes juntar esta noche?,Can you meet tonight?
¿Sabes programar en C?,Can you program in C?
¿Sabes montar a caballo?,Can you ride a horse?
¿Sabes hablar francés?,Can you speak French?
¿Hablas francés?,Can you speak French?
¿Podés hablar en francés?,Can you speak French?
¿Puedes hablar en francés?,Can you speak French?
¿Podés dejar de gritar?,Can you stop yelling?
¿Puedes parar de gritar?,Can you stop yelling?
¿Puedes esperar afuera?,Can you wait outside?
¿No podemos ir con Tom?,Can't we go with Tom?
A los gatos no les gustan los perros.,Cats don't like dogs.
Los gatos odian mojarse.,Cats hate to get wet.
Chen no es americano.,Chen is not American.
Los niños necesitan amor.,Children need loving.
Limpia la cocina.,Clean up the kitchen.
El frío entumece los miembros.,Cold numbs the limbs.
Los resfriados son contagiosos.,Colds are contagious.
Regresa en una hora.,Come back in an hour.
Vuelve a casa antes de las seis.,Come home before six.
Entrá y sentate.,Come in and sit down.
"Venga conmigo, por favor.","Come with me, please."
Vení conmigo por favor.,"Come with me, please."
Considera las opciones.,Consider the options.
Copiar no es robar.,Copying is not theft.
El algodón absorbe agua.,Cotton absorbs water.
¿Me podría dar algo de té?,Could I get some tea?
¿Podría traernos un tenedor?,Could we have a fork?
Cuenta hasta cien.,Count to one hundred.
Papá es un hombre que trabaja duro.,Dad is a hard worker.
Los diamantes son eternos.,Diamonds are forever.
¿Me perdí de algo?,Did I miss something?
¿Me he perdido la fiesta?,Did I miss the party?
¿Me perdí la fiesta?,Did I miss the party?
¿Tom preguntó por mí?,Did Tom ask about me?
¿Preguntó Tom por mí?,Did Tom ask about me?
¿Tom dijo algo?,Did Tom say anything?
¿Ha hablado Tom con Mary?,Did Tom talk to Mary?
¿Le gritó Tom a Mary?,Did Tom yell at Mary?
¿Alguien se hizo daño?,Did anybody get hurt?
¿Ha pasado algo?,Did something happen?
¿Se despertó el bebé?,Did the baby wake up?
¿El coche parecía viejo?,Did the car look old?
¿Viniste a la ciudad?,Did you come to town?
¿Vinisteis a la ciudad?,Did you come to town?
¿Has hecho tu trabajo?,Did you do your work?
¿Hiciste tu trabajo?,Did you do your work?
¿Comiste algo?,Did you eat anything?
¿Fuiste a Boston?,Did you go to Boston?
¿Viste a un doctor?,Did you see a doctor?
¿Viste su cara?,Did you see her face?
¿Viste su cara?,Did you see his face?
¿Hablaste siquiera?,Did you speak at all?
¿Ganaste la carrera?,Did you win the race?
¿Acaso no te lo dije?,Didn't I tell you so?
¿No lo sabías?,Didn't you know that?
La cena fue estupenda.,Dinner was excellent.
¿Tengo permiso?,Do I have permission?
¿Te tengo que pagar a ti?,Do I have to pay you?
¿Tengo que pagarte?,Do I have to pay you?
¿Tom y Mary saben?,Do Tom and Mary know?
"Adelante, venga y visítenos.",Do come and visit us.
¡Ven por lo que más quieras!,Do come by all means.
Hágalo así nomás.,Do it just like this.
¿Te perturban las serpientes?,Do snakes bother you?
¿Te molestan las serpientes?,Do snakes bother you?
¿Les gustan las naranjas?,Do they like oranges?
¿Tenemos un problema?,Do we have a problem?
¿De verdad lo necesitamos?,Do we really need it?
Haz lo que te diga él.,Do what he tells you.
Haz lo que él te diga.,Do what he tells you.
Hazlo como te dice.,Do what he tells you.
Hagan lo que les diga.,Do what he tells you.
Haz lo que sea necesario.,Do whatever it takes.
Haz lo que quieras.,Do whatever you like.
Hacé lo que quieras.,Do whatever you like.
Haz lo que quieras.,Do whatever you want.
Haga lo que quiera.,Do whatever you want.
¿Estás de acuerdo conmigo?,Do you agree with me?
¿Bebes alcohol?,Do you drink alcohol?
¿Comes afuera a menudo?,Do you eat out often?
¿Te levantas a las seis?,Do you get up at six?
¿Vas a la universidad?,Do you go to college?
¿Tienes un presupuesto?,Do you have a budget?
¿Tienes una cámara de fotos?,Do you have a camera?
¿Tienes un garaje?,Do you have a garage?
¿Tienes un minuto?,Do you have a minute?
¿Tenéis un minuto?,Do you have a minute?
¿Tiene un minuto?,Do you have a minute?
¿Tienen un minuto?,Do you have a minute?
¿Tienes un minuto?,Do you have a moment?
¿Tenéis un minuto?,Do you have a moment?
¿Tiene un minuto?,Do you have a moment?
¿Tienen un minuto?,Do you have a moment?
¿Tiene un lápiz?,Do you have a pencil?
¿Tienes un lápiz?,Do you have a pencil?
¿Tiene usted una hermana?,Do you have a sister?
¿Tú tienes un tatuaje?,Do you have a tattoo?
¿Tienes un boleto?,Do you have a ticket?
¿Tienes un violín?,Do you have a violin?
¿Tienes una coartada?,Do you have an alibi?
¿Te duele algo?,Do you have any pain?
¿Tenés alguna mascota?,Do you have any pets?
¿Tienes hijos?,Do you have children?
¿Tienes el libro?,Do you have the book?
¿El libro está contigo?,Do you have the book?
¿Me puede decir la hora?,Do you have the time?
¿Oyes algo?,Do you hear anything?
¿Conoces bien a Tom?,Do you know Tom well?
¿Conoces su nombre?,Do you know his name?
¿Sabes quién soy?,Do you know who I am?
¿Te gusta el beisbol?,Do you like baseball?
¿Te gusta el brócoli?,Do you like broccoli?
¿Os gusta el brócoli?,Do you like broccoli?
¿Te gusta nadar?,Do you like swimming?
¿Os gusta nadar?,Do you like swimming?
¿Te gusta bailar?,Do you like to dance?
¿Le gusta bailar?,Do you like to dance?
¿Les gusta bailar?,Do you like to dance?
¿Te gusta conducir?,Do you like to drive?
¿Te gusta estudiar?,Do you like to study?
¿Os gusta estudiar?,Do you like to study?
¿Le gusta estudiar?,Do you like to study?
¿Les gusta estudiar?,Do you like to study?
¿Vives en Tokio?,Do you live in Tokyo?
¿Vivís en Tokio?,Do you live in Tokyo?
¿Ustedes viven en Tokio?,Do you live in Tokyo?
¿Usted vive en Tokio?,Do you live in Tokyo?
¿Luces de tu edad?,Do you look your age?
"¿Estás meditando, Tom?","Do you meditate, Tom?"
¿Necesitas algo de comida?,Do you need any food?
¿Necesitan algo de comida?,Do you need any food?
¿Necesitas algo?,Do you need anything?
¿Necesitás algo?,Do you need anything?
¿Necesitas este libro?,Do you need the book?
¿Necesitas el libro?,Do you need the book?
¿Recuerdas esto?,Do you remember this?
¿Corres todos los días?,Do you run every day?
¿Le ves a menudo?,Do you see him often?
¿Ves algo?,Do you see something?
¿Habla usted catalán?,Do you speak Catalan?
¿Habla usted inglés?,Do you speak English?
¿Hablas español?,Do you speak Spanish?
¿Hablas suajili?,Do you speak Swahili?
¿Todavía me quieres?,Do you still love me?
¿Estudias inglés?,Do you study English?
¿Piensas que estoy gordo?,Do you think I'm fat?
¿Pensáis que estoy gordo?,Do you think I'm fat?
¿Pensáis que estoy gorda?,Do you think I'm fat?
¿Me entiende usted?,Do you understand me?
¿Querés una galletita?,Do you want a cookie?
¿Quieres una galleta?,Do you want a cookie?
¿Querés un abogado?,Do you want a lawyer?
¿Quieres una entrada?,Do you want a ticket?
¿Quieres una manzana?,Do you want an apple?
¿Querés una manzana?,Do you want an apple?
¿Querés bailar?,Do you want to dance?
¿Quieres hacerlo?,Do you want to do it?
¿Querés dormir?,Do you want to sleep?
Haz tu tarea ya.,Do your homework now.
Haz tu trabajo rápidamente.,Do your work quickly.
¿Lo hace bien Tom?,Does Tom do it right?
¿Tiene Tom un plan?,Does Tom have a plan?
¿Alguien me oye?,Does anybody hear me?
¿Le gustan las naranjas?,Does he like oranges?
¿Tiene sentido esto?,Does this make sense?
¿Esto funciona?,Does this thing work?
Los delfines son curiosos.,Dolphins are curious.
No admitas nada.,Don't admit anything.
No admitás nada.,Don't admit anything.
No seas hipócrita.,Don't be a hypocrite.
No seas duro con Tom.,Don't be hard on Tom.
¡No seas tan descuidado!,Don't be so careless!
No seas tan infantil.,Don't be so childish.
No seas tan reservado.,Don't be so reserved.
No frenes de golpe.,Don't brake suddenly.
No frenes de repente.,Don't brake suddenly.
¡No me rompas el corazón!,Don't break my heart.
No te compres eso.,Don't buy that stuff.
No compre eso.,Don't buy that stuff.
No me llames idiota.,Don't call me a jerk.
No cierres la puerta.,Don't close the door.
No le decepciones.,Don't disappoint him.
No bebas nada.,Don't drink anything.
"No coma cosas duras, por favor.",Don't eat hard foods.
No comas sin mí.,Don't eat without me.
No vuelvas nunca.,Don't ever come back.
Jamás lo olvides.,Don't ever forget it.
No te esfuerces.,Don't exert yourself.
No te pases.,Don't exert yourself.
No olviden votar.,Don't forget to vote.
No olvides votar.,Don't forget to vote.
¡No te emociones tanto!,Don't get so excited!
No se lo des a Tom.,Don't give it to Tom.
No te vayas a los extremos.,Don't go to extremes.
No escondas tu cara.,Don't hide your face.
No me dejes nuevamente.,Don't leave me again.
No me dejes de nuevo.,Don't leave me again.
¡No me dejes sola!,Don't leave me alone.
No digas mentiras. Sé honesto.,Don't lie. Be honest.
No cometas errores.,Don't make a mistake.
No cometan errores.,Don't make a mistake.
No cometa errores.,Don't make a mistake.
No hagan ruido.,Don't make any noise.
No juegues con fuego.,Don't mess with fire.
No te muevas de aquí.,Don't move from here.
No te hurgues la nariz.,Don't pick your nose.
"No hagas el tonto, Tom.","Don't play dumb, Tom."
No juegues con fuego.,Don't play with fire.
No cierres los ojos.,Don't shut your eyes.
No cierre los ojos.,Don't shut your eyes.
No cerréis los ojos.,Don't shut your eyes.
No cierren los ojos.,Don't shut your eyes.
No fumes demasiado.,Don't smoke too much.
No fume demasiado.,Don't smoke too much.
No derrames la sopa.,Don't spill the soup.
No te quedes en Boston.,Don't stay in Boston.
No hables de Tom.,Don't talk about Tom.
No hables así.,Don't talk like that.
No toques nada.,Don't touch anything.
No toquéis nada.,Don't touch anything.
No toques mis cosas.,Don't touch my stuff.
No toqués mis cosas.,Don't touch my stuff.
No intentes algún truco.,Don't try any tricks.
No trates de engañarme.,Don't try to fool me.
No intentes ocultarlo.,Don't try to hide it.
No me espere.,Don't wait up for me.
No te preocupes.,Don't worry about it!
No te preocupes.,Don't worry about it.
No te preocupes por eso.,Don't worry about it.
No te preocupes por mí.,Don't worry about me.
No os preocupéis por mí.,Don't worry about me.
No te preocupes por nosotros.,Don't worry about us.
No os preocupéis por nosotros.,Don't worry about us.
No te preocupes. Está bien.,Don't worry. It's OK.
"¿No estás de acuerdo, Tom?","Don't you agree, Tom?"
¿No me creés?,Don't you believe me?
¿No tienes un bolígrafo?,Don't you have a pen?
Bebe mucha agua.,Drink a lot of water.
Bebe un montón de agua.,Drink a lot of water.
"De cualquier manera, vos perdés.","Either way, you lose."
"De cualquier manera, tú pierdes.","Either way, you lose."
Incluso Tom estaba desconcertado.,Even Tom was baffled.
Hasta mi mamá lo sabe.,Even my mom knows it.
Todos le temen al tiempo.,Everybody fears time.
Todos tienen miedo del tiempo.,Everybody fears time.
Todos tienen que comer.,Everybody has to eat.
Todos los odian.,Everybody hates them.
Todo el mundo lo sabe.,Everybody knows that.
Todos saben eso.,Everybody knows that.
Todos querían uno.,Everybody wanted one.
Todos querían una.,Everybody wanted one.
Todas querían uno.,Everybody wanted one.
Todas querían una.,Everybody wanted one.
Todos los demás esperaban.,Everyone else waited.
Todos se durmieron.,Everyone fell asleep.
Todos ignoraron a Tom.,Everyone ignored Tom.
Todos están aquí ahora.,Everyone is here now.
Todos se quedaron calmados.,Everyone stayed calm.
Todos sonreían.,Everyone was smiling.
Todo el mundo lo dice.,Everyone's saying it.
Todo está cerrado.,Everything is closed.
Todo fue bien.,Everything went well.
Perdone mi torpeza.,Excuse my clumsiness.
Duele caer sobre el hielo.,Falling on ice hurts.
Al fin es viernes.,"Finally, it's Friday."
El pescado es bueno para vos.,Fish is good for you.
Los peces viven en el mar.,Fish live in the sea.
¡Formen una línea recta!,Form a straight line!
Cuatro hombres cantan.,Four men are singing.
Aleja a Tom de mi.,Get Tom away from me.
Pasa a Tom al teléfono.,Get Tom on the phone.
Sube al asiento de atrás.,Get in the back seat.
Comuníquese conmigo.,Get in touch with me.
¡Salga de mi oficina!,Get out of my office.
¡Sal de mi oficina!,Get out of my office.
Salid del agua.,Get out of the water.
Sal del agua.,Get out of the water.
"Duerme un poco, ¿vale?","Get some sleep, okay?"
Tráeme ese libro.,Get that book for me.
Las niñas no son bienvenidas.,Girls aren't welcome.
A las chicas no les gustas.,Girls don't like you.
"Dame un minuto, ¿vale?","Give me a minute, OK?"
Dame las llaves del coche.,Give me the car keys.
Dame esos guantes.,Give me those gloves.
Dame tu dirección.,Give me your address.
Danos lo que queremos.,Give us what we want.
"Me alegro de verte, Tom.","Glad to see you, Tom."
Anda y pregúntale a Tom.,Go ahead and ask Tom.
Ve a abrir la puerta.,Go and open the door.
Vuelve a tu sitio.,Go back to your seat.
Vuelve a tu asiento.,Go back to your seat.
Vuelve a tu puesto.,Go back to your seat.
Ve a decírselo tú mismo.,Go tell him yourself.
"Qué bueno verte, Tom.","Good to see you, Tom."
"Me alegro de verte, Tom.","Good to see you, Tom."
¿Tom se volvió loco?,Has Tom become crazy?
¿Tom ha cambiado mucho?,Has Tom changed much?
¿Ha cambiado algo?,Has anything changed?
Ten unas buenas vacaciones.,Have a nice vacation.
¡Divertíos este verano!,Have fun this summer!
¡Diviértete este verano!,Have fun this summer!
¿Has almorzado?,Have you eaten lunch?
¿Has fumado alguna vez?,Have you ever smoked?
¿Le diste de comer al perro?,Have you fed the dog?
¿Lo has terminado?,Have you finished it?
¿Lo habéis terminado?,Have you finished it?
¿Tienes una luz?,Have you got a light?
¿Has perdido peso?,Have you lost weight?
¿Has adelgazado?,Have you lost weight?
¿Ha adelgazado?,Have you lost weight?
¿Lo mediste?,Have you measured it?
¿Ya conociste a Tom?,Have you met Tom yet?
¿Has visto mi lapicera?,Have you seen my pen?
¿Has visto a mi hijo?,Have you seen my son?
¿Has probado el sushi?,Have you tried sushi?
¿Ya lo usaste?,Have you used it yet?
Logró su cometido.,He achieved his goal.
Él alcanzó su meta.,He achieved his goal.
Él le apuntó al pájaro.,He aimed at the bird.
Él siempre juega bien.,He always plays well.
Siempre trabaja duro.,He always works hard.
Él y yo somos primos.,He and I are cousins.
Él y yo somos amigos.,He and I are friends.
Él llegó demasiado pronto.,He arrived too early.
Él me pidió ayuda.,He asked me for help.
Me pidió que bailara.,He asked me to dance.
Logró su cometido.,He attained his goal.
Él alcanzó su meta.,He attained his goal.
Él intentó suicidarse.,He attempted suicide.
Se convirtió al catolicismo.,He became a Catholic.
Empezó a sentirse mal.,He began to feel ill.
Me suplicó que me quedara.,He begged me to stay.
Él me imploró que me quedase.,He begged me to stay.
Él me rogó que me quedara.,He begged me to stay.
Él construyó una nueva casa.,He built a new house.
Él vino a mi habitación.,He came into my room.
Se puede contar con él.,He can be counted on.
Él sabe jugar al béisbol.,He can play baseball.
No se puede confiar en él.,He cannot be trusted.
Él ha pescado tres peces.,He caught three fish.
Él eligió a una buena esposa.,He chose a good wife.
Él esquiló la oveja.,He clipped the sheep.
Viene de Ginebra.,He comes from Geneva.
Él se suicidó.,He committed suicide.
Siguió trabajando.,He continued to work.
Lloraba de dolor.,He cried out in pain.
Baila con garbo.,He dances gracefully.
Él decidió no ir.,He decided not to go.
Él lo negó todo.,He denied everything.
Negó todo.,He denied everything.
Lo hizo en el acto.,He did it right away.
Él no hizo nada malo.,He did nothing wrong.
No temía la muerte.,He didn't fear death.
Él no temía la muerte.,He didn't fear death.
No le cogieron.,He didn't get caught.
No ha dicho ni pío.,He didn't say a word.
Él no dijo nada.,He didn't say a word.
No chistó.,He didn't say a word.
Murió al día siguiente.,He died the next day.
Él no entiende las bromas.,He doesn't get jokes.
Él no canta bien.,He doesn't sing well.
Él no dice mentiras.,He doesn't tell lies.
Se enfada con facilidad.,He easily gets angry.
Él vació su vaso.,He emptied his glass.
Él tenía envidia de mi éxito.,He envied my success.
Puso una queja.,He filed a complaint.
Él realizó tres disparos.,He fired three shots.
Él encontró a sus padres.,He found his parents.
Él me dio un gran abrazo.,He gave me a big hug.
Él me dio un regalo.,He gave me a present.
Sale mucho.,He gets around a lot.
Va a todas partes.,He gets around a lot.
Él se cansa fácilmente.,He gets tired easily.
Se cansa con facilidad.,He gets tired easily.
Lograba todo lo que quería.,He got all he wanted.
Él se enfadó con nosotros.,He got angry with us.
Obtuvo su doctorado.,He got his doctorate.
Él se casó a los veintidós.,He got married at 22.
Se bajó del tren.,He got off the train.
Él nos consiguió buenos asientos.,He got us nice seats.
Él tenía una mirada hambrienta.,He had a hungry look.
Él tenía 50 dólares.,He had fifty dollars.
Él había perdido toda esperanza.,He had lost all hope.
Él tiene una camisa negra.,He has a black shirt.
Tiene una camisa negra.,He has a black shirt.
Él tiene unos razonables ingresos.,He has a fair income.
Tiene un coche extranjero.,He has a foreign car.
Él tiene un auto importado.,He has a foreign car.
Tiene buen acento.,He has a good accent.
Él tiene buena memoria.,He has a good memory.
Tiene el pecho peludo.,He has a hairy chest.
Él tiene un gran camión.,He has a large truck.
Él tiene una personalidad dócil.,He has a mild nature.
Él tiene un buen ingreso.,He has a nice income.
Él tiene un pequeño marco.,He has a small frame.
Él tiene una fuerte voluntad.,He has a strong will.
Él tiene voz dulce.,He has a sweet voice.
Él ya ha empezado.,He has already begun.
Él ha estado en la India.,He has been to India.
Él no tiene novia.,He has no girlfriend.
No tiene nada que hacer.,He has nothing to do.
Él tiene mala vista.,He has poor eyesight.
Él tiene poderosos brazos.,He has powerful arms.
Él tiene ideas raras.,He has strange ideas.
Él tiene dos hijas.,He has two daughters.
Tiene una suerte negra.,He has very bad luck.
Él odia a los padres de ella.,He hates her parents.
Él extendió la mano.,He held out his hand.
Él me golpeó por error.,He hit me by mistake.
Él me pegó en el ojo.,He hit me in the eye.
